Date,India,Punjab,Haryana,Rajasthan,Delhi,UP
28-06-2018,3399.1,192.6,145.8,170.3,114.3,319.9
29-06-2018,3449.4,181.1,155.8,156.2,114.9,365.5
30-06-2018,3540.4,206.4,178.4,160.3,113.1,394.9
01-07-2018,3466.7,226,178.5,169,113.2,373.3
02-07-2018,3570,233.8,186,188.2,119.9,351.6
03-07-2018,3496.1,193.3,188,206.8,117.3,352.4
04-07-2018,3483,156.7,170.3,209.6,120.3,359.1
05-07-2018,3597.7,183.5,182.3,217.4,122,387.8
06-07-2018,3686.5,216.5,195.8,218.7,123.9,398.3
07-07-2018,3738,254.3,208.2,231.4,124.7,412.2
08-07-2018,3644.4,261.7,204.2,233.1,123.3,424.5
09-07-2018,3749.5,270.4,216.5,239.6,139,422.6
10-07-2018,3804.5,277.1,218.9,238.4,139.7,428.4
11-07-2018,3719.6,262.2,221.5,229,135.5,424
12-07-2018,3643,263.5,218.4,218.2,130.9,391.2
13-07-2018,3562.3,225.5,196.2,227.3,120.7,379.8
14-07-2018,3481,238.7,187.2,196.3,109.4,351.4
15-07-2018,3424.7,246.8,190,185.2,109.5,382.3
16-07-2018,3507.1,234,195.6,189.5,119.2,413.8
17-07-2018,3513.1,222.8,192.9,185.8,122.9,412.6
18-07-2018,3609.2,227.7,192.2,186.3,127.9,425.4
19-07-2018,3653.5,237.6,187.8,172.3,128.6,420.8
20-07-2018,3638.7,246.3,191.5,171.4,123,406.2
21-07-2018,3503.9,238.7,188.8,170.2,112.9,355.8
22-07-2018,3315.4,216.2,154.6,152.8,101.3,365.6
23-07-2018,3481.5,228.5,163.6,165.6,112.5,372.7
24-07-2018,3585.1,238.1,183,170.3,120.2,384.4
25-07-2018,3553.3,231.7,183,176.9,118.1,344.3
26-07-2018,3379.3,193.2,148.3,171.7,104.9,290.9
27-07-2018,3385.3,195.9,140.7,180,100,280.5
28-07-2018,3439,209,142.3,188.1,95.1,286.1
29-07-2018,3446.8,212.5,152,198.9,94.6,300.3
30-07-2018,3605.7,223.4,172.4,206.7,108.6,287.1
31-07-2018,3691,247.3,183.3,213.8,113.6,300.5
01-08-2018,3689.1,252.8,186,217.6,112.6,309.3
02-08-2018,3740.5,262.4,197.3,227.9,118.1,320.2
03-08-2018,3785.4,268.2,198.7,234.3,117.2,315.4
04-08-2018,3832.3,273.6,201.8,237.5,115.5,334.5
05-08-2018,3723.1,263.2,191.9,234.4,109.6,328.5
06-08-2018,3748.3,254.8,170.8,235.1,105.7,324.2
07-08-2018,3708.2,216.6,164.3,235.1,105,330.9
08-08-2018,3653.5,217,166.9,228.1,109.9,336.6
09-08-2018,3741.9,226.2,176,210.5,116.9,374.4
10-08-2018,3860.3,241.3,188.4,228.2,120.7,391
11-08-2018,3779.7,249.1,191,226.2,117.6,379.2
12-08-2018,3562.1,230.1,177.8,232.6,110.4,337.4
13-08-2018,3666.9,224.7,185.5,238.4,114.9,350.5
14-08-2018,3754.7,243.8,193,242.2,117.3,360.2
15-08-2018,3509.9,215.9,177.4,238.7,102.7,364.7
16-08-2018,3537.9,233.5,191.4,231.1,116.6,354.1
17-08-2018,3625.3,238,198.2,231.5,121,385.3
18-08-2018,3630.3,224.9,192.4,226.2,117.9,393.5
19-08-2018,3512.2,220.7,178.3,217.2,108,382.5
20-08-2018,3568.5,238.1,189.6,222.9,117.6,370.7
21-08-2018,3628.8,237.1,194.1,221.4,119.4,389.3
22-08-2018,3704,241.4,191.6,216.5,117.3,420.3
23-08-2018,3631.7,223,169.7,211.2,113.4,359.5
24-08-2018,3635.3,229.3,173.9,212.2,111.9,336.9
25-08-2018,3607.5,237.4,181.2,216.8,107.6,322.6
26-08-2018,3401.7,233.8,169.7,207.7,98,315.2
27-08-2018,3549.5,249.9,178.4,214.9,111.7,328.6
28-08-2018,3609.5,254.1,171,222.4,107.6,335.8
29-08-2018,3617.3,252.4,167.1,214.8,106.4,336.5
30-08-2018,3692.1,254,176.9,218.2,111,342.9
31-08-2018,3717.1,258.4,193.2,230.8,116.4,334.2
01-09-2018,3615.2,258.5,180.9,222.5,104,314.5
02-09-2018,3414.9,228.9,145.6,210.5,91,315.5
03-09-2018,3785.4,268.2,198.7,234.3,117.2,315.4
04-09-2018,3832.3,273.6,201.8,237.5,115.5,334.5
05-09-2018,3723.1,263.2,191.9,234.4,109.6,328.5
06-09-2018,3748.3,254.8,170.8,235.1,105.7,324.2
07-09-2018,3708.2,216.6,164.3,235.1,105,330.9
08-09-2018,3653.5,217,166.9,228.1,109.9,336.6
09-09-2018,3741.9,226.2,176,210.5,116.9,374.4
10-09-2018,3667.6,199.9,157.2,182.3,98.1,336.7
11-09-2018,3799.9,211.9,170.9,189.9,104.2,348.2
12-09-2018,3793.5,208.9,168.7,201,107.4,338.9
13-09-2018,3768.4,205.3,170.2,203.3,106.5,339.6
14-09-2018,3874,206.7,176.3,213,106.9,356
15-09-2018,3865.1,212.3,175.9,216.7,103.2,368.8
16-09-2018,3792.6,205.3,173.1,214.6,98.4,363.4
17-09-2018,3822.4,219.8,182.1,218.8,106.1,374.5
18-09-2018,3882.9,224.9,184.9,226.2,107.5,383.6
19-09-2018,3926.2,226.3,188.9,229,108.6,392.2
20-09-2018,3887.7,215.4,189.3,233.7,108.9,382.6
21-09-2018,3750.4,238.2,181.5,230.1,104.2,333.9
22-09-2018,3503.5,167.4,121.7,204.2,91.8,289.7
23-09-2018,3342.2,106.9,100.4,176.9,83.9,292.1
24-09-2018,3484.8,104.5,96.3,181.5,86,302.6
25-09-2018,3583.9,112.2,110.5,192.1,81,314.8
26-09-2018,3625.2,127.4,119.1,200.6,83.6,333
27-09-2018,3675,136.8,126,202.8,88.4,345.2
28-09-2018,3714.7,141.1,132.6,207.5,93.3,350.8
29-09-2018,3729.6,139.4,135.9,207.1,93.2,365.4
30-09-2018,3663.3,140.1,129.5,209.4,89.1,350.4
01-10-2018,3757.5,157,135.5,211.7,94.4,362.5
02-10-2018,3720.3,151.8,133.7,211.5,83.7,357.2
03-10-2018,3803.9,170.9,146,214.4,95.7,362.4
04-10-2018,3813.4,174.7,154.4,217.7,98.7,359.6
05-10-2018,3828.8,177.1,156.1,219.9,97.3,358.9
06-10-2018,3801.8,177.9,154.3,216.7,91.9,352.1
07-10-2018,3710.3,165.2,140.9,209.5,84.9,360.7
08-10-2018,3822.6,172,144.5,216.9,91.5,351.2
09-10-2018,3822.9,163.1,154,213.8,92.3,350.2
10-10-2018,3827.3,163.8,153.9,224.3,94.3,347.3
11-10-2018,3723.4,151.4,138.3,219.8,88.3,333.6
12-10-2018,3736.2,152,138.6,220,81.9,317.7
13-10-2018,3726.5,146.4,139.4,218.1,75.3,312.3
14-10-2018,3613.5,135.4,129.1,214.4,70.7,289.9
15-10-2018,3710.3,143.4,140.3,217.4,75.1,294.9
16-10-2018,3699.5,137.2,145.9,220.6,79.6,295.3
17-10-2018,3651.4,140.6,146,221.4,80.9,317.8
18-10-2018,3503.3,137.2,146.3,219.6,80.4,333.4
19-10-2018,3464.4,123.7,132.2,211.9,69.6,314.3
20-10-2018,3567.8,127.9,134.1,215.9,71.4,304.9
21-10-2018,3534.8,128.4,130.1,215.4,66.4,299.7
22-10-2018,3626.6,132.3,132.1,210.9,72.8,290.9
23-10-2018,3668.7,128.7,135,216.2,72.7,296
24-10-2018,3665.8,122.4,134.7,219.3,73.8,293
25-10-2018,3674.5,129.9,132,219.9,73.5,291.3
26-10-2018,3650.1,133.2,129.4,222.4,73.2,293.6
27-10-2018,3620.9,137.1,126,219.4,68.9,285.3
28-10-2018,3482.8,127.7,114,218.1,64.4,277.9
29-10-2018,3562.8,128.4,123,224.7,69.7,285.8
30-10-2018,3579.6,123,125,223,71.8,285.4
31-10-2018,3620.9,119.4,125.5,225.9,71,285.8
01-11-2018,3570.8,118,123,229,71.3,283.9
02-11-2018,3556.6,124.3,122,228.7,71.7,282.5
03-11-2018,3514.5,116.6,119,227.1,68.5,289.3
04-11-2018,3415.8,113,114.3,222.8,64.6,273.8
05-11-2018,3514.7,117.6,115,219.7,65.4,304
06-11-2018,3441.8,111.7,111.6,215.4,63,300.2
07-11-2018,3176,97.3,96.3,199.4,53.9,293.9
08-11-2018,3063.4,84.9,87.3,192.7,50.4,263.7
09-11-2018,3172.3,98.2,93.8,205.1,55.3,259.9
10-11-2018,3255.7,111.4,103.7,215.8,57.3,260.7
11-11-2018,3249.7,106.8,103.4,218.1,55.5,263.3
12-11-2018,3369.4,111.1,110.7,222.9,61.3,267
13-11-2018,3407.3,110.2,112.5,242.3,59.7,270
14-11-2018,3397.3,108,107,229.5,61.8,265.9
15-11-2018,3401.6,106.1,113.1,232.2,62.5,266.7
16-11-2018,3343,110,113.8,230.7,62.9,264.8
17-11-2018,3354.2,109.4,114.3,229.7,60,263
18-11-2018,3263.4,108.5,105.1,225.8,57.3,259
19-11-2018,3358.4,113.2,112.8,225.8,61,261.4
20-11-2018,3377.5,116.8,116,226.8,61.7,269.4
21-11-2018,3375.5,115.3,116.9,227.1,61.3,270.4
22-11-2018,3350.7,114.3,118.7,230.1,62.1,267.2
23-11-2018,3328.6,113.8,116.6,233,61.6,264.6
24-11-2018,3317.6,118,115.6,230.7,58.4,262.9
25-11-2018,3223.7,116.1,108.4,225.5,58.3,259.3
26-11-2018,3328.4,123.3,116.3,230.5,60.9,257.2
27-11-2018,3334.4,124.2,121.5,230.9,62,244.4
28-11-2018,3362.3,126.2,122.7,231.5,62.5,267.5
29-11-2018,3354.4,126.2,121.9,227.8,62.3,259.6
30-11-2018,3367.5,123.5,124.7,230.8,64.2,263.5
01-12-2018,3322.2,126.2,125.4,228.9,59.8,260.4
02-12-2018,3198.4,123.3,116.1,225.6,56.8,249.9
03-12-2018,3306.7,123,123.5,229.4,61.6,253.5
04-12-2018,3340.9,127.7,128.2,230.6,62.8,257.3
05-12-2018,3357,132.5,129.7,234.3,63.8,257.4
06-12-2018,3376.3,134.7,129.8,234.5,64.4,258.3
07-12-2018,3353.9,133.3,130.7,217.2,63.5,260.9
08-12-2018,3367.5,136.2,129.1,228.9,61.9,258.6
09-12-2018,3252.1,132.1,120,229.9,59.3,255.3
10-12-2018,3336.4,124.7,125.3,231.9,62,257.7
11-12-2018,3365.3,121.3,126.8,237.2,63.8,261.1
12-12-2018,3344.2,122,113.5,224.7,64,258.1
13-12-2018,3338.1,123.9,114.3,224.3,64.5,255.8
14-12-2018,3330.5,115.4,118.1,229.9,65.3,267.6
15-12-2018,3310.2,121,120.2,228,61.6,257.9
16-12-2018,3192.1,118,111,224.5,60.2,263.7
17-12-2018,3221.4,118.9,119.9,233.8,64.8,272.7
18-12-2018,3233.1,120.4,124.6,224.3,65,276.7
19-12-2018,3302.4,119.3,129.2,235.3,67.3,276.2
20-12-2018,3344.4,121.6,127.6,235.4,67,278
21-12-2018,3375.8,118.3,128.9,237.2,69,277.5
22-12-2018,3358.2,119.8,127.6,237.2,65.5,280.5
23-12-2018,3225.3,112,119.1,229.1,63.3,280.1
24-12-2018,3331.2,110,125.5,237.9,67.2,276.6
25-12-2018,3345.6,96.3,129,238.7,64.8,287.9
26-12-2018,3409.5,123.2,130.3,240.5,64.6,289.1
27-12-2018,3420.6,117.8,131.2,241.2,69.6,286.5
28-12-2018,3422.8,119.6,130.6,242.4,73.2,295.8
29-12-2018,3355.8,119.2,128.6,240.7,69.3,290.7
30-12-2018,3248.4,106.1,120.3,237,66.5,291.5
31-12-2018,3332.2,110.9,125,236.6,69,291.2
01-01-2019,3297.7,109.2,123.4,238.3,69.6,295
02-01-2019,3319.7,108,125.5,239.8,69,285.2
03-01-2019,3370.4,103.8,127.2,239.9,68.3,291.4
04-01-2019,3406.8,113.6,126.5,236.5,73.9,290.7
05-01-2019,3370.9,108.4,124.6,234.2,68.2,289.5
06-01-2019,3256.2,99,106.3,235.2,64.9,279.5
07-01-2019,3337.9,108.1,123.5,239.9,71,274.4
08-01-2019,3392.9,112.7,131.5,242.1,68.7,289.2
09-01-2019,3385.7,113.5,131,243.4,71.1,289.2
10-01-2019,3417.6,113.8,129.9,238.3,71,292.5
11-01-2019,3441.9,115,131.2,244,71.4,293.3
12-01-2019,3408,112.8,130.2,234.2,67.7,291.9
13-01-2019,3293.6,107.4,116.6,233.9,65.4,285.5
14-01-2019,3278.8,108.1,126,231,68.9,282.8
15-01-2019,3285,116.9,131.7,237.6,72.2,295.3
16-01-2019,3325.5,118,132,240.9,72.3,291.3
17-01-2019,3362.4,120.1,131.3,244.1,72.2,293.4
18-01-2019,3412.9,119,132.4,241.1,73.9,294.9
19-01-2019,3399.1,114.9,129.5,242,66.2,293.8
20-01-2019,3298.1,109.1,118.6,239.6,64.6,280
21-01-2019,3303.7,102.8,115.2,225.2,67.9,259.4
22-01-2019,3248.5,92.4,97.9,208.1,67.7,231.2
23-01-2019,3341.1,105.3,118.9,227,70.8,242.7
24-01-2019,3338.3,104,118.3,224.8,70.4,259.8
25-01-2019,3293.2,105.3,113.7,219.2,72.5,246.2
26-01-2019,3087.5,95.3,107.2,221.5,58.6,239
27-01-2019,3081.3,97.9,103.7,221.8,63.7,249.1
28-01-2019,3247.5,104.6,118.9,232.8,71.8,261.4
29-01-2019,3301.9,109.7,125.6,236.7,71.7,264.7
30-01-2019,3354,112.8,129.1,237,72.7,272.5
31-01-2019,3353.5,110.7,126.4,235.2,71.6,272.5
01-02-2019,3345.2,109.5,125.1,236.6,71.3,268
02-02-2019,3340.3,106.7,127.3,234.3,69.2,270
03-02-2019,3246.9,101.5,118.2,232,67,264.3
04-02-2019,3341.5,102.8,123.4,229.6,69.1,268
05-02-2019,3421.4,105.2,126.5,239.7,69.4,274.7
06-02-2019,3415.1,105.8,125.3,234.3,69.1,259.3
07-02-2019,3297.7,92.4,129.7,226.4,68.7,221.2
08-02-2019,3309.4,100.2,115,234.3,70,231
09-02-2019,3288,104.3,120,229.4,65.8,248
10-02-2019,3211,97.3,111.6,227.8,63.1,252.2
11-02-2019,3325.4,101.4,118.1,233.3,66.8,256.7
12-02-2019,3398.4,105.8,123,236.5,67.1,257.5
13-02-2019,3417.5,104.8,122.9,236.6,66.5,267
14-02-2019,3383.6,102.9,111.5,227.5,67,246.1
15-02-2019,3351.9,105.3,116.5,230.5,68.5,236.4
16-02-2019,3317.4,103.6,118.4,233.4,64.9,246
17-02-2019,3268.1,98.7,107.4,227.8,61.6,250.5
18-02-2019,3360.9,96.6,115,217.7,64.2,256.7
19-02-2019,3438.6,96.3,116.6,232.5,65,257.1
20-02-2019,3456.4,101,116.2,231.1,65.3,261.5
21-02-2019,3487.7,97.9,113.4,233.4,65,263.7
22-02-2019,3510.8,102.1,118.2,235,65.6,263.8
23-02-2019,3497.9,102.4,119.6,235.3,61.1,265.3
24-02-2019,3376.4,98.4,110.4,231.4,59.2,263.6
25-02-2019,3440,101.8,117.4,232.4,61.4,261.4
26-02-2019,3448.4,100.3,117.4,228.8,64.1,259.6
27-02-2019,3423.8,101.6,117.2,222.5,66.1,241.9
28-02-2019,3423.4,101.6,117.2,222.5,66.1,241.9
01-03-2019,3489.3,106.8,123.7,231.3,65.4,268
02-03-2019,3464.6,105.9,111.9,223.6,63,258
03-03-2019,3286.8,93.1,95,212,60.2,230
04-03-2019,3417.7,99.2,107.6,225.1,62,247.7
05-03-2019,3490.1,102.9,116.5,225.9,63.2,252.8
06-03-2019,3505.3,107.7,121.2,226,63.8,258.1
07-03-2019,3552.5,112.8,125.1,233,63.3,262.7
08-03-2019,3570,114.1,125.6,228.5,64,269.8
09-03-2019,3533.5,111.7,124.3,227.1,59.8,267.3
10-03-2019,3447.7,112.3,116.8,217.2,58.1,273.1
11-03-2019,3568,106.3,118.8,222.7,61.2,276.5
12-03-2019,3628.1,110.6,122.5,230.4,61.4,280.6
13-03-2019,3621.6,111.8,125.2,225,62.2,283.1
14-03-2019,3582.1,107.5,115.7,219.4,61.4,271.5
15-03-2019,3580.4,111,118.4,218.2,64.2,278.8
16-03-2019,3593.2,116.5,122.6,220.9,59.4,289.1
17-03-2019,3464.6,116.9,114.9,215.3,57.5,288.7
18-03-2019,3565.2,124.5,123.4,220.5,61.6,289
19-03-2019,3659.7,130.5,127,218.3,61.7,297
20-03-2019,3613.7,124.2,121.7,211.7,60.1,295.8
21-03-2019,3268,115.1,98.4,187.8,46.1,274.1
22-03-2019,3412.8,114.6,109.1,199.1,54.4,268.5
23-03-2019,3546.6,119.6,114.1,208.2,57.9,267.7
24-03-2019,3515.9,117.9,113.6,211.1,58.2,279.9
25-03-2019,3643.5,118.3,117.7,209.5,61.7,291.7
26-03-2019,3676.6,123.5,123.4,216.3,64.3,279.4
27-03-2019,3717.3,126.9,124.6,215.4,65.9,297.6
28-03-2019,3734,129.8,126.3,214.8,67.4,308.6
29-03-2019,3791.8,131.5,129.4,222.9,71.8,317.9
30-03-2019,3796,130.8,127.6,220.4,73.9,320
31-03-2019,3590.9,121.4,113.9,217.5,69.1,292.2
01-04-2019,3651.6,124.3,117.9,213.8,72,311.1
02-04-2019,3761.3,124.4,124,216.6,75,320.1
03-04-2019,3827,130.8,126,220.4,77.3,322.8
04-04-2019,3850.9,129.4,127.3,218.4,81.3,331.4
05-04-2019,3815.8,132.1,129.7,205.6,85.6,336.7
06-04-2019,3727.6,132.1,128.4,207,83.9,334.6
07-04-2019,3483.2,120.4,111.2,201.4,83.6,287.3
08-04-2019,3659.8,119,116.7,197.5,85.6,316.2
09-04-2019,3730.6,126.8,126.8,211.3,86.9,331.6
10-04-2019,3773.2,125.9,129.4,215.1,91,340.6
11-04-2019,3800.3,126.3,131.2,215.6,94.4,345.6
12-04-2019,3837.4,126.1,127.1,210.6,94.8,347
13-04-2019,3808.6,123.5,126.3,216.6,90,347.1
14-04-2019,3688.3,114.7,116.6,213,85.5,340.1
15-04-2019,3786.8,118.1,127.4,205.8,97.2,351
16-04-2019,3580.4,95.9,95.5,159.2,89.2,284.6
17-04-2019,3397.1,100.7,98.7,146.4,73.7,251.5
18-04-2019,3454.7,98.6,106.5,168.3,74.4,269.9
19-04-2019,3511.3,104.6,114.3,178.1,75.2,301
20-04-2019,3585.6,112.8,116.2,187.2,78.7,315.6
21-04-2019,3483.8,108.5,110.9,190.4,79.2,320.3
22-04-2019,3674.8,122.1,128.2,205.5,91.9,342.3
23-04-2019,3717.1,129,138.6,216.8,99.3,362
24-04-2019,3821.1,108.6,141.7,221.1,106.7,380.7
25-04-2019,3935.7,126.4,144.5,226.7,111.4,387.1
26-04-2019,3967,132.7,146.7,226.5,109.7,387.1
27-04-2019,3936.8,133.3,143.3,228.3,103.2,364
28-04-2019,3803.8,126.3,132.9,224.7,98.7,358.7
29-04-2019,3954.4,136,150.5,227.2,109.3,395.8
30-04-2019,3948.3,132.5,154.7,231.6,111.9,410.9
01-05-2019,3742,134.3,155.2,232.4,114.2,408.7
02-05-2019,3793.6,135.9,143.2,229.6,112.7,373.4
03-05-2019,3693.8,141.2,138.9,226.9,105,341.6
04-05-2019,3711.4,144.5,148.6,222.4,100.5,393.3
05-05-2019,3648.4,139.6,141.8,223.8,96.4,365.3
06-05-2019,3857.1,150.1,156.6,223.1,106.7,380.9
07-05-2019,3931.8,156.9,165.3,230.6,110.7,395.5
08-05-2019,3970.6,169.9,169.2,239.3,114.5,408.6
09-05-2019,4009.3,168.9,170.7,242,117.1,419.6
10-05-2019,4024.3,152.1,162.2,241.7,117.5,432.3
11-05-2019,3977.2,152,162,227.1,110.5,424.5
12-05-2019,3824.6,162.4,158.8,205,99.6,414.8
13-05-2019,3884.1,156.3,152.5,215.5,110.5,399.9
14-05-2019,3867,151.4,152.1,212.5,106,405.6
15-05-2019,3877.4,153.8,150.7,221.5,102.7,401.4
16-05-2019,3892,151.1,151.4,211.8,101.8,404.7
17-05-2019,3874.1,137.9,143.5,192.2,100.9,394.2
18-05-2019,3807.7,136.9,137.8,194.9,88.4,364.1
19-05-2019,3772.4,134.9,141.2,211.2,89.8,400.3
20-05-2019,3970.5,146.2,158,226.8,102.8,412.7
21-05-2019,4053,158.9,167.3,230.7,110.8,413.5
22-05-2019,4051.2,169.5,171.5,233.6,114,428.3
23-05-2019,4091.3,161.7,164.4,240.3,114.5,442
24-05-2019,3943.5,139.4,147.7,234,105.5,398.2
25-05-2019,3917.8,142.4,156,238.8,109.2,406.1
26-05-2019,3836,150.2,151,239.8,99.9,414.7
27-05-2019,4025.2,155.9,165.3,248.1,111.8,428.2
28-05-2019,4123.6,166.3,173.6,257.9,114.9,435.6
29-05-2019,4128.6,175.9,179.3,256.2,121.6,444.4
30-05-2019,4145.1,183.6,185.9,250,128.1,469
31-05-2019,4111.9,188.8,189.1,255.7,131.6,445.2
01-06-2019,4034.9,186.4,188.4,261.6,132.2,438.9
02-06-2019,3949.3,186.9,182,260.2,132.7,439
03-06-2019,3921.8,181.3,189.3,261.8,135.5,412.6
04-06-2019,4028.2,162.6,184.2,268.1,131.8,444.2
05-06-2019,4092.6,186.4,189.4,271.3,131.2,471.8
06-06-2019,4020.1,198.8,185.1,270.4,134.4,431.1
07-06-2019,3970.3,186,183.5,275.2,129.2,381.6
08-06-2019,4000.2,190.3,187.4,271,129,433.9
09-06-2019,3942.6,188.4,179.9,264.9,123.8,443.4
10-06-2019,4053.8,203.3,194.8,269.8,136.7,449.6
11-06-2019,4124.2,210.1,199.8,278,139.1,461.2
12-06-2019,3944.5,185.6,176.2,265.9,135.2,403
13-06-2019,3897.5,228.6,185.3,244.4,136.1,430.6
14-06-2019,4093.4,256,203.2,257.8,134.7,453.9
15-06-2019,4056.3,240.2,201.3,257.9,130.7,450.6
16-06-2019,3854.6,237.6,165.9,223.1,117.9,413.3
17-06-2019,3943.8,232,169.4,235.1,114.8,405.1
18-06-2019,3841.5,206.1,140.6,223.7,99.3,384.1
19-06-2019,3940.1,246.5,172.2,208.5,106.4,394.1
20-06-2019,3959.9,228.4,179.9,224,112,389.6
21-06-2019,3949.9,242.1,189.3,228.2,122.7,425.1
22-06-2019,3896.6,263.8,197.7,241.8,118.5,398.6
23-06-2019,3755.5,259.3,196.1,240.1,121,382
24-06-2019,3873.7,249.8,197.7,240.6,123.2,383
25-06-2019,3990.9,250.6,209.8,242.9,126.1,407.9
26-06-2019,4010.6,274.1,219.4,248.5,135.1,416.9
27-06-2019,4026.7,269.4,219.1,249.5,135.2,435.1
28-06-2019,4008.4,282.7,219.7,254.7,133.5,446.8
29-06-2019,3973.6,281.5,224.5,255.7,136.7,452.6
30-06-2019,3811.6,286,211.8,246.4,136,445.1
01-07-2019,3902.4,290.1,228.1,247.9,145.2,454.3
02-07-2019,3863.7,282.1,223.9,237.5,147.1,441.3
03-07-2019,3904.7,300,237.2,242.7,145.3,433.9
04-07-2019,3898.3,289.9,208.2,237.3,139.2,441.2
05-07-2019,3806.9,284.4,205.8,220.9,126.4,403
06-07-2019,3699.3,271.4,210.4,218.1,122.3,364.9
07-07-2019,3561.8,270,199.5,201.3,119.6,377.9
08-07-2019,3760.6,291.7,214.9,218.1,130.2,368.4
09-07-2019,3720.7,268.9,207.9,225.8,113.4,325.6
10-07-2019,3750.5,262.6,210.1,239.7,127.8,318.3
11-07-2019,3733.7,244.6,214.6,242.6,135.5,313.4
